タイトーステーション キャナルシティ博多店,47513713,33.589231901,130.411072969,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
キャナルシティ博多,1443777,33.589964764,130.410987139,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２０,
キャナルシティビジネスセンタービル,8366193,33.589643223,130.411651078,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２５,
イングリッシュローズ  キャナルシティ博多,144035855,33.589522366,130.411759615,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２５,
ユナイテッド シネマ キャナルシティ13,542123,33.589223274,130.411127514,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
キャナルシティラーメンスタジアム,1601522,33.589459716,130.410675826,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−８２,
Starbucks Coffee キャナルシティ博多店,372290,33.589732394,130.411228538,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
キャナルシティ博多 イーストビル,5204406,33.590137044,130.412045754,日本, 〒812-0038 福岡県福岡市博多区祇園町９−２,
Grand Hyatt Fukuoka Grand Club,51832867,33.589770314,130.410829464,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
サンマルクカフェ キャナルシティ店,5340910,33.58975474,130.410928479,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
献血 キャナルシティ,1082623,33.589775094,130.411662314,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２５,
Grand Hyatt Fukuoka - グランド ハイアット 福岡,167429,41.427450631,140.099936719,日本, 〒049-1505 北海道松前郡松前町博多１７４−２２,
キャナルシティ 福岡ワシントンホテル,572607,41.427450631,140.099936719,日本, 〒049-1505 北海道松前郡松前町博多１７４−２２,
ZARA 福岡キャナルシティ店,4188639,33.590132357,130.41187562,日本, 〒812-0038 福岡県福岡市博多区祇園町９−２,
マツモトキヨシ キャナルシティ店,11607886,33.589678769,130.411555767,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２５,
H&M キャナルシティ博多,5222814,33.590286507,130.412135124,日本, 〒812-0038 福岡県福岡市博多区祇園町９−２,
ウエスト うどん キャナル前店,40056759,33.58993,130.4124,日本, 〒812-0038 福岡県福岡市博多区祇園町１１−１４,
HAKATA Franc franc,4661451,33.59000701,130.41240904,日本, 〒812-0038 福岡県福岡市博多区祇園町９−２,
紅や キャナルシティ店,129462492,33.589393661,130.410625413,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−８２,
ムーミンベーカリー＆カフェ キャナルシティ博多店,825078,33.589478143,130.410620436,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−８２,
LAOX キャナルシティ博多店,13667779,33.589601067,130.410650297,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−８２,
博多天ぷら たかお,4421817,33.58978637,130.410841602,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
ローソン 福岡キャナルシティ博多前店 (Lawson),22444339,33.58958941,130.412091,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目１−１,
アソビットシティキャナルシティ店,324653184,33.589445912,130.41129231,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
タリーズコーヒー キャナルシティ博多店,5656104,33.590114098,130.411760129,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
カフェオットー シクロ (CAFFE OTTO.Cyclo),3164840,33.589696719,130.411046147,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
マーブルブランカフェ キャナルシティ店,5588653,33.589702249,130.411143005,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
百菜 旬,221919976,33.589843123,130.410739881,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−８２,
ケンタッキーフライドチキン キャナルシティ博多店,7647723,33.589750268,130.4111588,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
Shakey's Pizza キャナルシティー,125338109,33.590049317,130.411740221,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
キャナルシティ博多 サンプラザステージ,507310165,33.589802671,130.410814534,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−８２,
生そば あずま キャナル前店,394502579,33.590109,130.412338,日本, 〒812-0038 福岡県福岡市博多区祇園町９−２,
Cold Stone Creamery キャナルシティ博多店,3089451,33.589685459,130.41132246,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
Coldstone Creamery,7520504,33.590000919,130.410998854,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２０,
Timberland (ティンバーランド),87042413,33.5897458,130.411282182,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
回転寿司 平四郎,94747827,33.59002956,130.41111052,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２０,
CoCo壱番屋　博多区住吉店,87674917,33.589544861,130.412674349,日本, 〒812-0018 福岡県福岡市博多区住吉 住吉宮前通り,
とりのてつ博多本店,3988973,33.58989798,130.41241199,日本, 〒812-0038 福岡県福岡市博多区祇園町１１−１４,
RODEO CROWNS キャナルシティオーパ店,26987029,33.589786018,130.411271453,日本, 〒812-0018 福岡県福岡市博多区住吉１丁目２−２２,
元祖博多だるま,1277266,41.427450631,140.099936719,日本, 〒049-1505 北海道松前郡松前町博多１７４−２２,
ファミリーマート エキサイド博多店,28622267,33.590938926,130.421587229,Unnamed Road, １ 博多駅中央街 博多区 福岡市 福岡県 812-0012 日本,
エキサイド博多,6486314,33.59089424,130.421630144,Unnamed Road, １ 博多駅中央街 博多区 福岡市 福岡県 812-0012 日本,
鹿児島ラーメン豚とろ 博多デイトス店,32377142,41.427450631,140.099936719,日本, 〒049-1505 北海道松前郡松前町博多１７４−２２,
もつ鍋 おおやま 博多駅店,7719096,33.59122103,130.421434181,日本, 〒812-0012 福岡県福岡市博多区博多駅中央街３−１１,
UGG Australia,165450669,33.591341,130.4215222,日本, 〒812-0012 福岡県福岡市博多区博多駅中央街３−１１,
居酒屋 甚六,146025193,33.591046642,130.421737714,日本, 〒812-0012 福岡県福岡市博多区博多駅中央街４−１６,
博多グリーンホテル 1号館 (Hakata Green Hotel No.1),6179658,33.591743271,130.422048569,日本, 〒812-0012 福岡県福岡市博多区博多駅中央街４−８,
博多グリーンホテル２,9038697,33.591626241,130.421526342,日本, 〒812-0012 福岡県福岡市博多区博多駅中央街３−１１,
プロント 新幹線博多駅店,7452283,33.590175763,130.421464065,Unnamed Road, 博多駅中央街 博多区 福岡市 福岡県 812-0012 日本,
博多新風 博多デイトス店,1488071,33.59047419,130.421233177,Unnamed Road, 博多駅中央街 博多区 福岡市 福岡県 812-0012 日本,
博多グリーンホテルアネックス,16999282,33.591247814,130.422164425,日本, 〒812-0012 福岡県福岡市博多区博多駅中央街４−１４,
